#project_accession: PXD004452
#project_title: HeLa proteome of 12,250 protein-coding genes
#project_description: We developed an optimized multi-shot proteomics workflow based on high-resolution offline high pH reversed-phase peptide separation of high peptide loads collecting many fractions that were in turn analyzed by short online chromatographic separations and fast peptide sequencing using orbitrap tandem mass spectrometry.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
P48735	PXD004452-Sample-1	colon	910201820.0326087	6.4581436963898575
Q9UFN0	PXD004452-Sample-1	colon	907571722.7321428	6.456886952890556
P20700	PXD004452-Sample-1	colon	895275059.5285715	6.450962482941518
O75531	PXD004452-Sample-1	colon	885197391.7666667	6.446046122415484
P84243	PXD004452-Sample-1	colon	884080081.6875	6.445497602837586
Q9P0L0	PXD004452-Sample-1	colon	883808286.0763888	6.445364065746452
P23246	PXD004452-Sample-1	colon	880652307.8703704	6.443810474369882
Q99538	PXD004452-Sample-1	colon	880284417.7017543	6.443629011095046
P04632	PXD004452-Sample-1	colon	878511198.0833333	6.442753298477276
P13796	PXD004452-Sample-1	colon	877582389.6578947	6.442293896524735
P00352	PXD004452-Sample-1	colon	874694753.9659091	6.440862518632746
P25788	PXD004452-Sample-1	colon	860724309.0416666	6.433870065525307
P35555	PXD004452-Sample-1	colon	859731635.0865741	6.4333689043414495
P08123	PXD004452-Sample-1	colon	859088169.8161764	6.433043735375525
Q08380	PXD004452-Sample-1	colon	854422429.2179488	6.430678637190763
P02792	PXD004452-Sample-1	colon	850119170.0625	6.428485806371414
Q9UQ13	PXD004452-Sample-1	colon	849047610.5595238	6.427938040906394
P51572	PXD004452-Sample-1	colon	848113788.3444444	6.427460120684692
P46940	PXD004452-Sample-1	colon	846978117.3281894	6.4268781867756655
P04066	PXD004452-Sample-1	colon	846132383.6541666	6.4264443137377
P25787	PXD004452-Sample-1	colon	845715326.4	6.426230197931987
O00748	PXD004452-Sample-1	colon	843602061.879386	6.425143629350837
Q13423	PXD004452-Sample-1	colon	821924982.3011364	6.413838177778116
P25774	PXD004452-Sample-1	colon	820943638.5666667	6.413319338701141
P50990	PXD004452-Sample-1	colon	813952140.605856	6.409604866460211
P25815	PXD004452-Sample-1	colon	812606580.75	6.408886331868011
P02766	PXD004452-Sample-1	colon	810359627.1388888	6.407683792747799
Q6NUK1	PXD004452-Sample-1	colon	809772812.5544872	6.407369188409527
P02452	PXD004452-Sample-1	colon	801053467.277381	6.402667501366042
Q96AE4	PXD004452-Sample-1	colon	800255391.6916667	6.402234605676028
O75369	PXD004452-Sample-1	colon	799738484.6536069	6.401953992249419
Q9Y696	PXD004452-Sample-1	colon	798805846.0833334	6.401447231413515
P02753	PXD004452-Sample-1	colon	797632521.0333334	6.400808849504209
Q01082	PXD004452-Sample-1	colon	797060398.3471223	6.400497228710972
Q15370	PXD004452-Sample-1	colon	796076847.4305555	6.399960990177679
Q96KP4	PXD004452-Sample-1	colon	795776333.8846154	6.399797016040088
P14923	PXD004452-Sample-1	colon	794521203.8666667	6.399111488783575
Q9NZ45	PXD004452-Sample-1	colon	793994462.6944445	6.398823470481096
P62851	PXD004452-Sample-1	colon	786310955.0	6.394600323169765
O96000	PXD004452-Sample-1	colon	783941119.5303031	6.393289441604171
P62820	PXD004452-Sample-1	colon	782740522.3555557	6.392623814566603
Q8WWA0	PXD004452-Sample-1	colon	780788800.7166667	6.391539572185307
O75915	PXD004452-Sample-1	colon	758407926.8055557	6.378908860363913
P15880	PXD004452-Sample-1	colon	750529204.6898148	6.374373593038019
Q8NBQ5	PXD004452-Sample-1	colon	747292938.25	6.37249687509718
Q9H4M9	PXD004452-Sample-1	colon	743978815.1810344	6.3705665659802975
O60701	PXD004452-Sample-1	colon	741625766.5308641	6.369190807031282
O43237	PXD004452-Sample-1	colon	732006563.094203	6.363520971721387
Q9P2R7	PXD004452-Sample-1	colon	730860013.7098765	6.36284019853168
P55327	PXD004452-Sample-1	colon	730679643.1041667	6.362733004780502
Q09666	PXD004452-Sample-1	colon	729031659.4115826	6.361752385493932
O75506	PXD004452-Sample-1	colon	727699964.5	6.360958350541585
O43396	PXD004452-Sample-1	colon	726823457.4222223	6.360434932042345
O94760	PXD004452-Sample-1	colon	714952437.1617647	6.353283147747259
P49755	PXD004452-Sample-1	colon	712288243.6944444	6.351661773187244
Q9NR28	PXD004452-Sample-1	colon	711912222.3809525	6.35143244594124
Q8WUM4	PXD004452-Sample-1	colon	710427061.2690972	6.350525492843
P35754	PXD004452-Sample-1	colon	708861214.5	6.349567211289004
Q9H223	PXD004452-Sample-1	colon	705951053.95	6.347780587750387
P07437	PXD004452-Sample-1	colon	704206060.7631578	6.346705755320841
O00217	PXD004452-Sample-1	colon	694964885.0	6.340968858035641
P49006	PXD004452-Sample-1	colon	694761673.9583334	6.340841849691275
Q9NSE4	PXD004452-Sample-1	colon	689342161.810606	6.337440838599466
P05455	PXD004452-Sample-1	colon	688294913.310606	6.336780556816183
P17858	PXD004452-Sample-1	colon	681968784.8309523	6.332770493331315
Q9BYZ8	PXD004452-Sample-1	colon	677494386.0416666	6.3299116976502106
P02675	PXD004452-Sample-1	colon	676878450.0431035	6.329516684376619
Q9BS26	PXD004452-Sample-1	colon	676549657.7592593	6.32930567549251
Q9UJU6	PXD004452-Sample-1	colon	665787250.4	6.322341471114955
O75083	PXD004452-Sample-1	colon	665449780.672043	6.322121283063721
Q06136	PXD004452-Sample-1	colon	663101081.875	6.320585733287476
P00325	PXD004452-Sample-1	colon	661882282.2222222	6.319786752519291
P68032	PXD004452-Sample-1	colon	661858006.75	6.319770823860594
Q1KMD3	PXD004452-Sample-1	colon	656292875.0539216	6.316103686235692
Q6NVY1	PXD004452-Sample-1	colon	656203002.0486112	6.316044209705487
P58546	PXD004452-Sample-1	colon	650105983.3214285	6.311990159941262
P41219	PXD004452-Sample-1	colon	646314847.27957	6.309450129547438
O43678	PXD004452-Sample-1	colon	643986851.25	6.307882996949315
O94832	PXD004452-Sample-1	colon	641324802.407258	6.306084032826092
P23381	PXD004452-Sample-1	colon	641094752.1354167	6.305928218663186
P50225	PXD004452-Sample-1	colon	635514155.2990196	6.302131225181824
P08574	PXD004452-Sample-1	colon	635338424.390625	6.302011118466819
Q13361	PXD004452-Sample-1	colon	633890457.0238096	6.3010202104920605
P01903	PXD004452-Sample-1	colon	632259255.0	6.299901192064745
O95336	PXD004452-Sample-1	colon	630827250.9551282	6.29891644285196
O60664	PXD004452-Sample-1	colon	629326133.6282052	6.297881763600831
P02749	PXD004452-Sample-1	colon	619848995.882353	6.291291898816978
Q13442	PXD004452-Sample-1	colon	605803046.5238096	6.281337449833158
P62753	PXD004452-Sample-1	colon	604761130.9814816	6.280589867357508
P06727	PXD004452-Sample-1	colon	602518278.9566666	6.278976223704376
Q9UNH7	PXD004452-Sample-1	colon	596219247.765873	6.274411989072865
Q15185	PXD004452-Sample-1	colon	594449691.4166666	6.273121102751063
P29692	PXD004452-Sample-1	colon	592248179.1611111	6.27150973098579
O15173	PXD004452-Sample-1	colon	589686165.8333334	6.269626936060293
Q9UHD8	PXD004452-Sample-1	colon	588137292.3201755	6.268484714612718
P20042	PXD004452-Sample-1	colon	584881638.0238096	6.266073983993034
P55735	PXD004452-Sample-1	colon	582465182.3589743	6.264275966742847
P36871	PXD004452-Sample-1	colon	582333061.2449495	6.264177444150931
P25325	PXD004452-Sample-1	colon	581612510.8928572	6.26363973673692
O15144	PXD004452-Sample-1	colon	579344977.0526316	6.261943242770828
P49721	PXD004452-Sample-1	colon	578929944.2416666	6.261632010154096
Q96FW1	PXD004452-Sample-1	colon	576649467.5	6.259917892126972
P29401	PXD004452-Sample-1	colon	568675802.9523809	6.253870746304103
Q16629	PXD004452-Sample-1	colon	564362929.1590909	6.250564475683473
P28331	PXD004452-Sample-1	colon	564309261.0416666	6.250523174466926
Q99832	PXD004452-Sample-1	colon	562899946.483871	6.249437204177564
Q16181	PXD004452-Sample-1	colon	560830114.1212121	6.247837322103265
P49748	PXD004452-Sample-1	colon	557086686.0020326	6.244928776043468
Q02790	PXD004452-Sample-1	colon	556874743.295977	6.2447635179898064
O75608	PXD004452-Sample-1	colon	556228544.7272727	6.244259269179926
P31939	PXD004452-Sample-1	colon	555661849.3153154	6.243816576783335
Q13596	PXD004452-Sample-1	colon	554014749.6884059	6.2425273240315295
Q9Y3I0	PXD004452-Sample-1	colon	553763267.1133333	6.242330141031202
Q15836	PXD004452-Sample-1	colon	552055075.3333333	6.240988403739128
P26368	PXD004452-Sample-1	colon	549992583.6666666	6.2393628301293695
O75208	PXD004452-Sample-1	colon	547352473.6458334	6.23727308193517
Q9UL46	PXD004452-Sample-1	colon	547136936.1111112	6.237102030918415
P31150	PXD004452-Sample-1	colon	544348252.6770834	6.234882830007778
P50991	PXD004452-Sample-1	colon	544339031.9375	6.23487547341167
Q07020	PXD004452-Sample-1	colon	543308182.3095238	6.234052242435137
P82921	PXD004452-Sample-1	colon	538812632.5	6.230443766041616
Q96C19	PXD004452-Sample-1	colon	538777219.0151515	6.230415221078914
Q13838	PXD004452-Sample-1	colon	533094323.0952381	6.225810054567929
P62316	PXD004452-Sample-1	colon	532673216.5119047	6.225466857260532
P27695	PXD004452-Sample-1	colon	531980610.98888886	6.224901800729583
P02760	PXD004452-Sample-1	colon	530931285.921875	6.224044314355222
O60749	PXD004452-Sample-1	colon	527302803.1474359	6.221066076858476
Q15149	PXD004452-Sample-1	colon	527149154.21878576	6.220939510860149
P11216	PXD004452-Sample-1	colon	526524002.1496598	6.220424170549564
Q14376	PXD004452-Sample-1	colon	524594863.1510416	6.218830030456981
P00505	PXD004452-Sample-1	colon	522146400.525641	6.2167982852996
Q9NP72	PXD004452-Sample-1	colon	521633637.61538464	6.216371585971723
P42704	PXD004452-Sample-1	colon	520293753.64678025	6.21525460883953
Q9UKY7	PXD004452-Sample-1	colon	516867180.825	6.212384953739116
P36542	PXD004452-Sample-1	colon	515061547.7628205	6.210865125375349
P49458	PXD004452-Sample-1	colon	509046032.14285713	6.20576305341006
P07711	PXD004452-Sample-1	colon	508566745.9090909	6.205353955988215
P13693	PXD004452-Sample-1	colon	508055014.9166667	6.204916739368303
O75347	PXD004452-Sample-1	colon	506808311.5555556	6.2038497254196585
Q9BW30	PXD004452-Sample-1	colon	505902555.00757575	6.203072869579335
Q07666	PXD004452-Sample-1	colon	504626058.30952376	6.201975670035073
P09429	PXD004452-Sample-1	colon	504296903.4895833	6.201692298296146
P24539	PXD004452-Sample-1	colon	504235056.453125	6.201639033099294
P49368	PXD004452-Sample-1	colon	500721064.7231183	6.198601858827887
P35222	PXD004452-Sample-1	colon	499570471.644309	6.197602757211493
P11177	PXD004452-Sample-1	colon	497976309.41203713	6.19621467905163
Q9NZN4	PXD004452-Sample-1	colon	495958684.1583334	6.194451495898877
P45973	PXD004452-Sample-1	colon	494567787.7272728	6.193231823211519
P40939	PXD004452-Sample-1	colon	494237846.0333333	6.192941995044176
P18621	PXD004452-Sample-1	colon	490770498.48148143	6.18988444505117
Q7Z4W1	PXD004452-Sample-1	colon	490740236.6833333	6.189857664840865
P42330	PXD004452-Sample-1	colon	490438902.3578431	6.189590908580615
P30040	PXD004452-Sample-1	colon	489427755.2857143	6.188694591216887
Q8WU39	PXD004452-Sample-1	colon	488180609.6944444	6.187586522256671
Q92506	PXD004452-Sample-1	colon	487349847.0555556	6.186846830913232
Q92734	PXD004452-Sample-1	colon	485900397.4583333	6.185553251115402
Q9NX40	PXD004452-Sample-1	colon	485596032.95454544	6.185281126947635
P62314	PXD004452-Sample-1	colon	484948959.375	6.184702028546549
P04004	PXD004452-Sample-1	colon	484029347.3815789	6.183877691135983
P07384	PXD004452-Sample-1	colon	483542705.7453705	6.183440833137848
Q92945	PXD004452-Sample-1	colon	481192060.7214286	6.181324450027033
Q86Y39	PXD004452-Sample-1	colon	480845014.2857143	6.181011114164105
Q96AB3	PXD004452-Sample-1	colon	480765256.25	6.180939071516602
P19404	PXD004452-Sample-1	colon	477740195.3020834	6.17819777956692
P09012	PXD004452-Sample-1	colon	474974716.02272725	6.175676488570356
Q9BVK6	PXD004452-Sample-1	colon	473502460.1923077	6.174328236629965
P00746	PXD004452-Sample-1	colon	468487545.25	6.16970404645717
Q12907	PXD004452-Sample-1	colon	466553939.1764706	6.167907857391917
P05452	PXD004452-Sample-1	colon	466440569.3416666	6.167802313589756
Q15907	PXD004452-Sample-1	colon	463628526.03333336	6.165176146095084
O60234	PXD004452-Sample-1	colon	462947054.09375	6.164537321669653
Q96TA1	PXD004452-Sample-1	colon	462153166.8671875	6.1637919301573065
Q6YN16	PXD004452-Sample-1	colon	461921817.4876543	6.163574472131231
O43674	PXD004452-Sample-1	colon	460520169.4444444	6.162254652591677
O94905	PXD004452-Sample-1	colon	459445168.5992064	6.161239685769958
Q15637	PXD004452-Sample-1	colon	457237120.85714287	6.159147478217145
O75832	PXD004452-Sample-1	colon	455460523.9930556	6.157456738258557
Q53GQ0	PXD004452-Sample-1	colon	454731898.4444444	6.156761416884902
P62136	PXD004452-Sample-1	colon	454265417.0046296	6.15631567226154
Q13630	PXD004452-Sample-1	colon	451319747.1354167	6.153490332951078
P35080	PXD004452-Sample-1	colon	451198118.2142857	6.153373276499046
Q9UMS4	PXD004452-Sample-1	colon	448205143.2407407	6.150482832647533
P62829	PXD004452-Sample-1	colon	446220527.5	6.148555542079731
P31948	PXD004452-Sample-1	colon	446104347.2337964	6.148442452216987
Q8TEB1	PXD004452-Sample-1	colon	445157704.0681818	6.147519890649022
CONTAMINANT_P05784	PXD004452-Sample-1	colon	442945364.5	6.145356157884213
O94992	PXD004452-Sample-1	colon	441389227.1818182	6.143827726102225
P49189	PXD004452-Sample-1	colon	440023182.75	6.14248155482736
Q96HE7	PXD004452-Sample-1	colon	439136772.2395833	6.141605802191821
P55008	PXD004452-Sample-1	colon	437483346.2638889	6.139967522134487
P53618	PXD004452-Sample-1	colon	435804828.52777785	6.138298034537375
Q9P2E9	PXD004452-Sample-1	colon	435758754.0390625	6.138252117299379
P38117	PXD004452-Sample-1	colon	435617078.9761905	6.138110895346142
Q99961	PXD004452-Sample-1	colon	434254911.8947368	6.136750736295921
Q9NWV4	PXD004452-Sample-1	colon	433602338.7291667	6.136097612805726
O00584	PXD004452-Sample-1	colon	431571814.4388889	6.134059070367675
P18077	PXD004452-Sample-1	colon	426962491.10714287	6.1293957204951575
Q9UNL2	PXD004452-Sample-1	colon	426692261.3333334	6.129120763193752
P39019	PXD004452-Sample-1	colon	426588870.3333334	6.129015517362497
Q6P996	PXD004452-Sample-1	colon	426301633.2872807	6.128722993367246
O95340	PXD004452-Sample-1	colon	425277149.4869792	6.127678045125418
P78371	PXD004452-Sample-1	colon	425109674.0104167	6.127506984910806
P63279	PXD004452-Sample-1	colon	424797274.7619048	6.1271877187227
P30711	PXD004452-Sample-1	colon	424130021.1833333	6.126505011008474
Q13177	PXD004452-Sample-1	colon	422756110.73188406	6.1250958906352055
P54727	PXD004452-Sample-1	colon	422097073.9230769	6.124418338339284
P18283	PXD004452-Sample-1	colon	421315514.6458333	6.123613448815122
P09874	PXD004452-Sample-1	colon	421096075.0620915	6.123387190288648
O76038	PXD004452-Sample-1	colon	420274375.7552084	6.122538908564772
P62266	PXD004452-Sample-1	colon	420124534.7222223	6.122384041313834
Q8NFV4	PXD004452-Sample-1	colon	418200206.02450985	6.120390239241676
O76003	PXD004452-Sample-1	colon	416801804.425926	6.118935587257766
P61160	PXD004452-Sample-1	colon	414730833.64102566	6.116772321493978
P04732	PXD004452-Sample-1	colon	406067988.1666667	6.107604750614494
P20618	PXD004452-Sample-1	colon	405529765.1785714	6.107028732982444
Q9Y3Y2	PXD004452-Sample-1	colon	404193746.9444444	6.105595587310739
Q05682	PXD004452-Sample-1	colon	403591346.8779762	6.104947843064739
P55084	PXD004452-Sample-1	colon	402039913.2628205	6.103275167426806
Q01813	PXD004452-Sample-1	colon	401192991.71875	6.102359334703276
Q30154	PXD004452-Sample-1	colon	400541711.25	6.101653745747431
P02765	PXD004452-Sample-1	colon	399942511.0128205	6.101003565774038
P50552	PXD004452-Sample-1	colon	398448271.5539215	6.099377944027131
P03950	PXD004452-Sample-1	colon	395625217.8125	6.096289963270147
P16615	PXD004452-Sample-1	colon	395181751.9764492	6.095802879081323
Q8WXX5	PXD004452-Sample-1	colon	395031009.4230769	6.095637185326148
Q07654	PXD004452-Sample-1	colon	393432563.3333333	6.093876299239807
P54819	PXD004452-Sample-1	colon	393325608.75	6.09375822029944
Q15005	PXD004452-Sample-1	colon	391738500.4090909	6.092002253301038
Q15582	PXD004452-Sample-1	colon	390343085.45	6.090452487469076
P40227	PXD004452-Sample-1	colon	387112116.6826923	6.08684276183806
Q16891	PXD004452-Sample-1	colon	385848469.3611111	6.085422778574616
Q5JTJ3	PXD004452-Sample-1	colon	380933348.4642857	6.079854991048225
P05976	PXD004452-Sample-1	colon	380742264.5416667	6.079637085437233
P61247	PXD004452-Sample-1	colon	380231660.1960784	6.079054272608053
Q9UHB6	PXD004452-Sample-1	colon	379249819.4816666	6.077931379546575
P57764	PXD004452-Sample-1	colon	379118531.3229167	6.077781010076665
P01024	PXD004452-Sample-1	colon	378238380.2403509	6.076771591862755
O43143	PXD004452-Sample-1	colon	378172358.3355263	6.0766957786899365
P14866	PXD004452-Sample-1	colon	376981154.39682543	6.075325636810783
Q96A35	PXD004452-Sample-1	colon	375894034.4388889	6.0740714301799015
Q05707	PXD004452-Sample-1	colon	375379576.3490992	6.073476636641884
Q96DG6	PXD004452-Sample-1	colon	373272406.23333335	6.071031883160709
Q9Y5X3	PXD004452-Sample-1	colon	372456788.5871212	6.070081891161483
P30084	PXD004452-Sample-1	colon	369408950.0175439	6.066513410098633
P04179	PXD004452-Sample-1	colon	368940378.75	6.065962186076986
P62750	PXD004452-Sample-1	colon	368874642.3958333	6.065884798289716
O75489	PXD004452-Sample-1	colon	366876653.3518518	6.063526072577163
P20290	PXD004452-Sample-1	colon	365421052.7333333	6.061799561231343
Q12931	PXD004452-Sample-1	colon	364255136.8333333	6.060411681840726
Q9ULA0	PXD004452-Sample-1	colon	363515050.0763889	6.059528392826564
P84077	PXD004452-Sample-1	colon	363417328.81666666	6.0594116287220885
O75131	PXD004452-Sample-1	colon	363329114.49358976	6.059306197194276
Q9H4A4	PXD004452-Sample-1	colon	361629685.3307292	6.057270070286368
O15305	PXD004452-Sample-1	colon	358770901.5833334	6.053823208786724
O14745	PXD004452-Sample-1	colon	354921409.0757576	6.049138193852314
Q99714	PXD004452-Sample-1	colon	354054729.8035714	6.048076397291505
Q07065	PXD004452-Sample-1	colon	352340924.4649123	6.045969086303744
Q53EL6	PXD004452-Sample-1	colon	352233379.18115944	6.045836506039578
O00571	PXD004452-Sample-1	colon	350270174.46153843	6.043409155482541
O95154	PXD004452-Sample-1	colon	349896663.1277778	6.042945797557374
Q9H0U4	PXD004452-Sample-1	colon	349726328.53571427	6.0427343254481
P05114	PXD004452-Sample-1	colon	347930557.5	6.0404985697648055
Q9UI10	PXD004452-Sample-1	colon	347843516.1875	6.040389909314975
P04843	PXD004452-Sample-1	colon	347358900.6319444	6.039784428405758
Q9Y490	PXD004452-Sample-1	colon	346411825.03070176	6.038598705376961
Q9NTK5	PXD004452-Sample-1	colon	345233149.65666664	6.03711848727324
P07686	PXD004452-Sample-1	colon	344492909.7407407	6.036186284611551
Q15717	PXD004452-Sample-1	colon	343249619.5055555	6.034616061297477
P02746	PXD004452-Sample-1	colon	341173724.6666667	6.031981573605568
Q14195	PXD004452-Sample-1	colon	341023463.1551724	6.031790257231052
P31146	PXD004452-Sample-1	colon	338685133.62916666	6.028802130786668
P62873	PXD004452-Sample-1	colon	338186192.2243589	6.028161868657454
O75396	PXD004452-Sample-1	colon	336488125.6944445	6.025975739849981
O14561	PXD004452-Sample-1	colon	335208861.65476185	6.02432148802057
Q96HN2	PXD004452-Sample-1	colon	335112573.1472222	6.024196719318239
Q9UMS6	PXD004452-Sample-1	colon	335038330.4816667	6.024100492692474
O43633	PXD004452-Sample-1	colon	334467312.1111111	6.023359676867326
P67775	PXD004452-Sample-1	colon	333942847.6666667	6.022678143058814
P61313	PXD004452-Sample-1	colon	333173563.9722222	6.021676531328764
P48637	PXD004452-Sample-1	colon	326816722.6666667	6.013310267359984
P17174	PXD004452-Sample-1	colon	322252690.10227275	6.007202548252441
Q53T59	PXD004452-Sample-1	colon	320182821.5384616	6.00440402423011
P62847	PXD004452-Sample-1	colon	319921546.4305555	6.004049487221455
P63241	PXD004452-Sample-1	colon	315847224.6770833	5.9984830619448655
P06744	PXD004452-Sample-1	colon	315718356.2743056	5.998305829876865
